what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1310030248039
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1310030258660
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1310030262300
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1310030266892
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1310030268922
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1310030278528
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1310030282058
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1310030286260
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1310030395429
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1310030399632
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1310030509950
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1310030530557
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310030616752
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310030626252
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310031947585
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310033632944
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1310033644898
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1310033658102
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310033658164
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310033659773
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310033662477
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310033664164
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310046056999
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310046057327
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1310046057327
